,workerid,key,value
1160,Wfeca185c44,bonus,2
1161,Wdb4b9379dc,startTime,Fri Apr 15 2022 16:26:08 GMT-0400 (Eastern Daylight Time)
1162,Wdb4b9379dc,condition,"{""objective"":""utility"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1163,Wdb4b9379dc,trialDataFile,exp2_split4
1164,Wdb4b9379dc,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Green"",""Solid"":""Blue"",""Striped"":""Red""}"
1165,Wdb4b9379dc,quizAttempt-1,"{""attempt"":1,""correct"":9,""total"":16}"
1166,Wdb4b9379dc,quizAttempt-2,"{""attempt"":2,""correct"":11,""total"":13}"
1167,Wdb4b9379dc,quizAttempt-3,"{""attempt"":3,""correct"":3,""total"":4}"
1168,Wdb4b9379dc,quizFailed,"{""attempt"":3,""correct"":3,""total"":4}"
1169,W3af4c836f7,startTime,Sat Apr 16 2022 08:01:54 GMT-0500 (Central Daylight Time)
1170,W720ad76f6f,startTime,Sat Apr 16 2022 09:01:29 GMT-0400 (Eastern Daylight Time)
1171,W720ad76f6f,condition,"{""objective"":""belief"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1172,W720ad76f6f,trialDataFile,exp2_split4
1173,W720ad76f6f,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
1174,W720ad76f6f,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1175,W720ad76f6f,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1176,W720ad76f6f,bonus,2
1177,W2ab6199449,startTime,Sat Apr 16 2022 14:02:30 GMT+0100 (hora de verano de Europa occidental)
1178,W2ab6199449,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1179,W2ab6199449,trialDataFile,exp2_split2
1180,W2ab6199449,featureRandomization,"{""Green"":""Spotted"",""Red"":""Striped"",""Blue"":""Solid"",""Spotted"":""Green"",""Solid"":""Blue"",""Striped"":""Red""}"
1181,W2ab6199449,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1182,W2ab6199449,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1183,W2ab6199449,bonus,2
1184,Wab66df44b6,startTime,Fri Apr 15 2022 16:27:13 GMT-0400 (Eastern Daylight Time)
1185,Wab66df44b6,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1186,Wab66df44b6,trialDataFile,exp2_split2
1187,Wab66df44b6,featureRandomization,"{""Green"":""Solid"",""Red"":""Striped"",""Blue"":""Spotted"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
1188,Wab66df44b6,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1189,Wab66df44b6,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1190,Wab66df44b6,bonus,2
1191,Wd929c7b604,startTime,Fri Apr 15 2022 15:26:42 GMT-0500 (Central Daylight Time)
1192,Wd2ded0a50a,startTime,Fri Apr 15 2022 16:27:29 GMT-0400 (Eastern Daylight Time)
1193,Wd2ded0a50a,condition,"{""objective"":""utility"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1194,Wd2ded0a50a,trialDataFile,exp2_split4
1195,Wd2ded0a50a,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
1196,Wd2ded0a50a,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1197,Wd2ded0a50a,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1198,Wd2ded0a50a,bonus,2
1199,We233e17209,startTime,Sat Apr 16 2022 08:46:01 GMT-0400 (Eastern Daylight Time)
1200,We233e17209,condition,"{""objective"":""utility"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1201,We233e17209,trialDataFile,exp2_split2
1202,We233e17209,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
1203,We233e17209,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1204,We233e17209,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1205,We233e17209,bonus,2
1206,W3c3939f2fd,startTime,Fri Apr 15 2022 16:27:08 GMT-0400 (Eastern Daylight Time)
1207,W3c3939f2fd,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1208,W3c3939f2fd,trialDataFile,exp2_split3
1209,W3c3939f2fd,featureRandomization,"{""Green"":""Solid"",""Red"":""Striped"",""Blue"":""Spotted"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
1210,W3c3939f2fd,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1211,W3c3939f2fd,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1212,W3c3939f2fd,bonus,2
1213,Wbb01463ce1,startTime,Fri Apr 15 2022 16:27:21 GMT-0400 (Eastern Daylight Time)
1214,Wbb01463ce1,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1215,Wbb01463ce1,trialDataFile,exp2_split4
1216,Wbb01463ce1,featureRandomization,"{""Green"":""Green"",""Red"":""Blue"",""Blue"":""Red"",""Spotted"":""Spotted"",""Solid"":""Striped"",""Striped"":""Solid""}"
1217,Wbb01463ce1,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1218,Wbb01463ce1,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1219,Wbb01463ce1,bonus,2
1220,Wbdb0dc6cef,startTime,Fri Apr 15 2022 16:27:02 GMT-0400 (Eastern Daylight Time)
1221,Wbdb0dc6cef,condition,"{""objective"":""belief"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1222,Wbdb0dc6cef,trialDataFile,exp2_split3
1223,Wbdb0dc6cef,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
1224,Wbdb0dc6cef,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1225,Wbdb0dc6cef,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1226,Wbdb0dc6cef,bonus,2
1227,W0a93ab7757,startTime,Fri Apr 15 2022 15:27:30 GMT-0500 (Central Daylight Time)
1228,W0a93ab7757,condition,"{""objective"":""utility"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1229,W0a93ab7757,trialDataFile,exp2_split2
1230,W0a93ab7757,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Blue"",""Solid"":""Green"",""Striped"":""Red""}"
1231,W0a93ab7757,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
1232,W0a93ab7757,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
1233,W0a93ab7757,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
1234,W0a93ab7757,bonus,2
1235,W3a300707ca,startTime,Fri Apr 15 2022 15:27:12 GMT-0500 (Central Daylight Time)
1236,W3a300707ca,condition,"{""objective"":""belief"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1237,W3a300707ca,trialDataFile,exp2_split1
1238,W3a300707ca,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Red"",""Solid"":""Green"",""Striped"":""Blue""}"
1239,W3a300707ca,quizAttempt-1,"{""attempt"":1,""correct"":13,""total"":16}"
1240,W3a300707ca,quizAttempt-2,"{""attempt"":2,""correct"":7,""total"":7}"
1241,W3a300707ca,quizPassed,"{""attempt"":2,""correct"":7,""total"":7}"
1242,W3a300707ca,bonus,2
1243,W8bd81f9fe9,startTime,Sat Apr 16 2022 07:54:32 GMT-0400 (EDT)
1244,W8bd81f9fe9,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1245,W8bd81f9fe9,trialDataFile,exp2_split4
1246,W8bd81f9fe9,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Green"",""Solid"":""Blue"",""Striped"":""Red""}"
1247,W8bd81f9fe9,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1248,W8bd81f9fe9,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1249,W8bd81f9fe9,bonus,2
1250,Wec74d88a48,startTime,Sat Apr 16 2022 12:52:26 GMT+0100 (British Summer Time)
1251,Wec74d88a48,condition,"{""objective"":""belief"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1252,Wec74d88a48,trialDataFile,exp2_split1
1253,Wec74d88a48,featureRandomization,"{""Green"":""Red"",""Red"":""Green"",""Blue"":""Blue"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
1254,Wec74d88a48,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
1255,Wec74d88a48,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
1256,Wec74d88a48,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
1257,Wec74d88a48,bonus,2
1258,W3ada4bbf91,startTime,Sat Apr 16 2022 12:53:43 GMT+0100 (British Summer Time)
1259,W3ada4bbf91,condition,"{""objective"":""belief"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1260,W3ada4bbf91,trialDataFile,exp2_split2
1261,W3ada4bbf91,featureRandomization,"{""Green"":""Spotted"",""Red"":""Solid"",""Blue"":""Striped"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
1262,W3ada4bbf91,quizAttempt-1,"{""attempt"":1,""correct"":12,""total"":16}"
1263,W3ada4bbf91,quizAttempt-2,"{""attempt"":2,""correct"":10,""total"":10}"
1264,W3ada4bbf91,quizPassed,"{""attempt"":2,""correct"":10,""total"":10}"
1265,W3ada4bbf91,bonus,2
1266,W2304446436,startTime,Sat Apr 16 2022 07:53:42 GMT-0400 (Eastern Daylight Time)
1267,W2304446436,condition,"{""objective"":""utility"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1268,W2304446436,trialDataFile,exp2_split3
1269,W2304446436,featureRandomization,"{""Green"":""Red"",""Red"":""Green"",""Blue"":""Blue"",""Spotted"":""Spotted"",""Solid"":""Striped"",""Striped"":""Solid""}"
1270,W2304446436,quizAttempt-1,"{""attempt"":1,""correct"":7,""total"":16}"
1271,W2304446436,quizAttempt-2,"{""attempt"":2,""correct"":11,""total"":13}"
1272,W2304446436,quizAttempt-3,"{""attempt"":3,""correct"":4,""total"":4}"
1273,W2304446436,quizPassed,"{""attempt"":3,""correct"":4,""total"":4}"
1274,W2304446436,bonus,2
1275,Wbfce6551dd,startTime,Sat Apr 16 2022 12:52:32 GMT+0100 (British Summer Time)
1276,Wbfce6551dd,condition,"{""objective"":""utility"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1277,Wbfce6551dd,trialDataFile,exp2_split2
1278,Wbfce6551dd,featureRandomization,"{""Green"":""Spotted"",""Red"":""Striped"",""Blue"":""Solid"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
1279,Wbfce6551dd,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
1280,Wbfce6551dd,quizAttempt-2,"{""attempt"":2,""correct"":2,""total"":3}"
1281,Wbfce6551dd,quizAttempt-3,"{""attempt"":3,""correct"":3,""total"":3}"
1282,Wbfce6551dd,quizPassed,"{""attempt"":3,""correct"":3,""total"":3}"
1283,Wbfce6551dd,bonus,2
1284,W0930fbf3bd,startTime,Sat Apr 16 2022 08:09:26 GMT-0500 (Central Daylight Time)
1285,W0930fbf3bd,condition,"{""objective"":""utility"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1286,W0930fbf3bd,trialDataFile,exp2_split1
1287,W0930fbf3bd,featureRandomization,"{""Green"":""Green"",""Red"":""Blue"",""Blue"":""Red"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
1288,W0930fbf3bd,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
1289,W0930fbf3bd,quizAttempt-2,"{""attempt"":2,""correct"":6,""total"":6}"
1290,W0930fbf3bd,quizPassed,"{""attempt"":2,""correct"":6,""total"":6}"
1291,W0930fbf3bd,bonus,2
1292,We3edb78c37,startTime,Sat Apr 16 2022 09:06:08 GMT-0400 (Eastern Daylight Time)
1293,We3edb78c37,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1294,We3edb78c37,trialDataFile,exp2_split1
1295,We3edb78c37,featureRandomization,"{""Green"":""Blue"",""Red"":""Green"",""Blue"":""Red"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
1296,We3edb78c37,quizAttempt-1,"{""attempt"":1,""correct"":10,""total"":16}"
1297,We3edb78c37,quizAttempt-2,"{""attempt"":2,""correct"":5,""total"":9}"
1298,We3edb78c37,quizAttempt-3,"{""attempt"":3,""correct"":6,""total"":6}"
1299,We3edb78c37,quizPassed,"{""attempt"":3,""correct"":6,""total"":6}"
1300,We3edb78c37,bonus,2
1301,W70333eee51,bonus,2
1302,W70333eee51,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1303,W70333eee51,featureRandomization,"{""Green"":""Blue"",""Red"":""Green"",""Blue"":""Red"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
1304,W70333eee51,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1305,W70333eee51,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1306,W70333eee51,startTime,Sat Apr 16 2022 07:21:21 GMT-0600 (MDT)
1307,W70333eee51,trialDataFile,exp2_split1
1308,W8224474c71,startTime,Sat Apr 16 2022 08:13:51 GMT-0500 (Central Daylight Time)
1309,W8224474c71,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1310,W8224474c71,trialDataFile,exp2_split3
1311,W8224474c71,featureRandomization,"{""Green"":""Spotted"",""Red"":""Striped"",""Blue"":""Solid"",""Spotted"":""Red"",""Solid"":""Blue"",""Striped"":""Green""}"
1312,W8224474c71,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1313,W8224474c71,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1314,W8224474c71,bonus,2
1315,W0b43f7f8f5,startTime,Fri Apr 15 2022 16:27:43 GMT-0400 (Eastern Daylight Time)
1316,W1ecba22ebe,startTime,Fri Apr 15 2022 16:27:57 GMT-0400 (Eastern Daylight Time)
1317,Wef06bb5d68,startTime,Fri Apr 15 2022 13:28:37 GMT-0700 (Pacific Daylight Time)
1318,Wef06bb5d68,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1319,Wef06bb5d68,trialDataFile,exp2_split2
1320,Wef06bb5d68,featureRandomization,"{""Green"":""Red"",""Red"":""Green"",""Blue"":""Blue"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
1321,Wef06bb5d68,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1322,Wef06bb5d68,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1323,Wef06bb5d68,bonus,2
1324,W6bf2c61f53,startTime,Fri Apr 15 2022 16:28:05 GMT-0400 (Eastern Daylight Time)
1325,W6bf2c61f53,condition,"{""objective"":""belief"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1326,W6bf2c61f53,trialDataFile,exp2_split1
1327,W6bf2c61f53,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
1328,W6bf2c61f53,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
1329,W6bf2c61f53,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
1330,W6bf2c61f53,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
1331,W6bf2c61f53,bonus,2
1332,Wdaef293176,startTime,Fri Apr 15 2022 16:28:22 GMT-0400 (Eastern Daylight Time)
1333,Wdaef293176,condition,"{""objective"":""belief"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1334,Wdaef293176,trialDataFile,exp2_split2
1335,Wdaef293176,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
1336,Wdaef293176,quizAttempt-1,"{""attempt"":1,""correct"":9,""total"":16}"
1337,Wdaef293176,quizAttempt-2,"{""attempt"":2,""correct"":6,""total"":12}"
1338,Wdaef293176,quizAttempt-3,"{""attempt"":3,""correct"":7,""total"":12}"
1339,Wdaef293176,quizFailed,"{""attempt"":3,""correct"":7,""total"":12}"
1340,Wb3a01ff3ab,startTime,Fri Apr 15 2022 15:24:14 GMT-0500 (Central Daylight Time)
1341,Wb3a01ff3ab,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1342,Wb3a01ff3ab,trialDataFile,exp2_split2
1343,Wb3a01ff3ab,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
1344,Wb3a01ff3ab,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1345,Wb3a01ff3ab,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1346,Wb3a01ff3ab,bonus,2
1347,W252a810351,startTime,Fri Apr 15 2022 15:27:43 GMT-0500 (Central Daylight Time)
1348,W252a810351,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1349,W252a810351,trialDataFile,exp2_split3
1350,W252a810351,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Spotted"",""Solid"":""Solid"",""Striped"":""Striped""}"
1351,W252a810351,quizAttempt-1,"{""attempt"":1,""correct"":13,""total"":16}"
1352,W252a810351,quizAttempt-2,"{""attempt"":2,""correct"":8,""total"":10}"
1353,W252a810351,quizAttempt-3,"{""attempt"":3,""correct"":6,""total"":7}"
1354,W252a810351,quizFailed,"{""attempt"":3,""correct"":6,""total"":7}"
1355,W51fd1a6735,startTime,Fri Apr 15 2022 16:27:56 GMT-0400 (Eastern Daylight Time)
1356,W51fd1a6735,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1357,W51fd1a6735,trialDataFile,exp2_split1
1358,W51fd1a6735,featureRandomization,"{""Green"":""Spotted"",""Red"":""Solid"",""Blue"":""Striped"",""Spotted"":""Red"",""Solid"":""Green"",""Striped"":""Blue""}"
1359,W51fd1a6735,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
1360,W51fd1a6735,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
1361,W51fd1a6735,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
1362,W51fd1a6735,bonus,2
1363,W895540aaab,startTime,Sat Apr 16 2022 12:52:47 GMT+0100 (British Summer Time)
1364,W895540aaab,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1365,W895540aaab,trialDataFile,exp2_split1
1366,W895540aaab,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
1367,W895540aaab,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1368,W895540aaab,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1369,W895540aaab,bonus,2
1370,W8fa524950b,startTime,Sat Apr 16 2022 12:52:45 GMT+0100 (British Summer Time)
1371,W8fa524950b,condition,"{""objective"":""belief"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1372,W8fa524950b,trialDataFile,exp2_split1
1373,W8fa524950b,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
1374,W8fa524950b,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
1375,W8fa524950b,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
1376,W8fa524950b,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
1377,W8fa524950b,bonus,2
1378,W30d6b9745b,startTime,Sat Apr 16 2022 12:54:58 GMT+0100 (British Summer Time)
1379,W30d6b9745b,condition,"{""objective"":""belief"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1380,W30d6b9745b,trialDataFile,exp2_split4
1381,W30d6b9745b,featureRandomization,"{""Green"":""Solid"",""Red"":""Striped"",""Blue"":""Spotted"",""Spotted"":""Red"",""Solid"":""Blue"",""Striped"":""Green""}"
1382,W30d6b9745b,quizAttempt-1,"{""attempt"":1,""correct"":11,""total"":16}"
1383,W30d6b9745b,quizAttempt-2,"{""attempt"":2,""correct"":10,""total"":10}"
1384,W30d6b9745b,quizPassed,"{""attempt"":2,""correct"":10,""total"":10}"
1385,W30d6b9745b,bonus,2
1386,Wdba6d53de7,startTime,Sat Apr 16 2022 07:52:58 GMT-0400 (Eastern Daylight Time)
1387,Wdba6d53de7,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1388,Wdba6d53de7,trialDataFile,exp2_split2
1389,Wdba6d53de7,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Green"",""Solid"":""Blue"",""Striped"":""Red""}"
1390,Wdba6d53de7,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1391,Wdba6d53de7,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1392,Wdba6d53de7,bonus,2
1393,W43f5cd4164,startTime,Sat Apr 16 2022 12:54:28 GMT+0100 (BST)
1394,W43f5cd4164,condition,"{""objective"":""belief"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1395,W43f5cd4164,trialDataFile,exp2_split3
1396,W43f5cd4164,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
1397,W43f5cd4164,quizAttempt-1,"{""attempt"":1,""correct"":9,""total"":16}"
1398,W43f5cd4164,quizAttempt-2,"{""attempt"":2,""correct"":10,""total"":13}"
1399,W43f5cd4164,quizAttempt-3,"{""attempt"":3,""correct"":2,""total"":4}"
1400,W43f5cd4164,quizFailed,"{""attempt"":3,""correct"":2,""total"":4}"
1401,W0b57cacf93,startTime,Sat Apr 16 2022 08:55:08 GMT-0400 (Eastern Daylight Time)
1402,W18b636bd69,startTime,Sat Apr 16 2022 08:54:08 GMT-0400 (Eastern Daylight Time)
1403,W18b636bd69,condition,"{""objective"":""belief"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1404,W18b636bd69,trialDataFile,exp2_split4
1405,W18b636bd69,featureRandomization,"{""Green"":""Spotted"",""Red"":""Striped"",""Blue"":""Solid"",""Spotted"":""Red"",""Solid"":""Green"",""Striped"":""Blue""}"
1406,W18b636bd69,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
1407,W18b636bd69,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
1408,W18b636bd69,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
1409,W18b636bd69,bonus,2
1410,W2c6cdb2a47,startTime,Sat Apr 16 2022 07:55:16 GMT-0500 (Central Daylight Time)
1411,W2c6cdb2a47,condition,"{""objective"":""utility"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1412,W2c6cdb2a47,trialDataFile,exp2_split3
1413,W2c6cdb2a47,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Green"",""Solid"":""Blue"",""Striped"":""Red""}"
1414,W2c6cdb2a47,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
1415,W2c6cdb2a47,quizAttempt-2,"{""attempt"":2,""correct"":7,""total"":7}"
1416,W2c6cdb2a47,quizPassed,"{""attempt"":2,""correct"":7,""total"":7}"
1417,W2c6cdb2a47,bonus,2
1418,W84ff376475,startTime,Sat Apr 16 2022 09:06:19 GMT-0400 (Eastern Daylight Time)
1419,W84ff376475,condition,"{""objective"":""belief"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1420,W84ff376475,trialDataFile,exp2_split1
1421,W84ff376475,featureRandomization,"{""Green"":""Red"",""Red"":""Green"",""Blue"":""Blue"",""Spotted"":""Spotted"",""Solid"":""Striped"",""Striped"":""Solid""}"
1422,W84ff376475,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1423,W84ff376475,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1424,W84ff376475,bonus,2
1425,W4a461e3183,startTime,Fri Apr 15 2022 16:31:20 GMT-0400 (Eastern Daylight Time)
1426,W4a461e3183,condition,"{""objective"":""belief"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1427,W4a461e3183,trialDataFile,exp2_split4
1428,W4a461e3183,featureRandomization,"{""Green"":""Green"",""Red"":""Blue"",""Blue"":""Red"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
1429,W4a461e3183,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
1430,W4a461e3183,quizAttempt-2,"{""attempt"":2,""correct"":2,""total"":3}"
1431,W4a461e3183,quizAttempt-3,"{""attempt"":3,""correct"":3,""total"":3}"
1432,W4a461e3183,quizPassed,"{""attempt"":3,""correct"":3,""total"":3}"
1433,W4a461e3183,bonus,2
1434,W27e9f72eeb,startTime,Fri Apr 15 2022 13:29:02 GMT-0700 (Pacific Daylight Time)
1435,W3608f4525c,startTime,Fri Apr 15 2022 16:29:07 GMT-0400 (Eastern Daylight Time)
1436,We49a978e10,startTime,Fri Apr 15 2022 16:34:50 GMT-0400 (Eastern Daylight Time)
1437,We49a978e10,condition,"{""objective"":""belief"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1438,We49a978e10,trialDataFile,exp2_split4
1439,We49a978e10,featureRandomization,"{""Green"":""Red"",""Red"":""Green"",""Blue"":""Blue"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
1440,We49a978e10,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1441,We49a978e10,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1442,We49a978e10,bonus,2
1443,Wffb45f6366,startTime,Fri Apr 15 2022 16:30:30 GMT-0400 (Eastern Daylight Time)
1444,Wffb45f6366,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":""ambiguous""}"
1445,Wffb45f6366,trialDataFile,exp2_split1
1446,Wffb45f6366,featureRandomization,"{""Green"":""Spotted"",""Red"":""Striped"",""Blue"":""Solid"",""Spotted"":""Green"",""Solid"":""Blue"",""Striped"":""Red""}"
1447,Wffb45f6366,quizAttempt-1,"{""attempt"":1,""correct"":13,""total"":16}"
1448,Wffb45f6366,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":4}"
1449,Wffb45f6366,quizAttempt-3,"{""attempt"":3,""correct"":4,""total"":4}"
1450,Wffb45f6366,quizPassed,"{""attempt"":3,""correct"":4,""total"":4}"
