,workerid,key,value
1203,Wf6b95a4adf,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
1204,Wf6b95a4adf,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
1205,Wf6b95a4adf,bonus,2
1206,W4514ae7af6,startTime,Tue Apr 19 2022 15:00:37 GMT+0100 (British Summer Time)
1207,W3a76290196,startTime,Fri Apr 29 2022 13:45:54 GMT+0100 (British Summer Time)
1208,W3a76290196,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
1209,W3a76290196,trialDataFile,exp2_split1
1210,W3a76290196,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Spotted"",""Solid"":""Striped"",""Striped"":""Solid""}"
1211,W3a76290196,quizAttempt-1,"{""attempt"":1,""correct"":10,""total"":16}"
1212,W3a76290196,quizAttempt-2,"{""attempt"":2,""correct"":9,""total"":10}"
1213,W3a76290196,quizAttempt-3,"{""attempt"":3,""correct"":3,""total"":3}"
1214,W3a76290196,quizPassed,"{""attempt"":3,""correct"":3,""total"":3}"
1215,W3a76290196,bonus,2
1216,W0d80ce91ee,startTime,Tue Apr 19 2022 14:59:08 GMT+0100 (BST)
1217,W0d80ce91ee,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
1218,W0d80ce91ee,trialDataFile,exp2_split3
1219,W0d80ce91ee,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Red"",""Solid"":""Blue"",""Striped"":""Green""}"
1220,W0d80ce91ee,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1221,W0d80ce91ee,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1222,W0d80ce91ee,bonus,2
1223,W26172bea24,bonus,2
1224,W26172bea24,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
1225,W26172bea24,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
1226,W26172bea24,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1227,W26172bea24,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1228,W26172bea24,startTime,Tue Apr 19 2022 15:12:43 GMT+0100 (British Summer Time)
1229,W26172bea24,trialDataFile,exp2_split2
1230,W48c344fe41,startTime,Tue Apr 19 2022 14:59:28 GMT+0100 (İngiltere Yaz Saati)
1231,W48c344fe41,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
1232,W48c344fe41,trialDataFile,exp2_split4
1233,W48c344fe41,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Spotted"",""Solid"":""Solid"",""Striped"":""Striped""}"
1234,W48c344fe41,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1235,W48c344fe41,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1236,W48c344fe41,bonus,2
1237,W5545b836d9,startTime,Tue Apr 19 2022 14:58:41 GMT+0100 (British Summer Time)
1238,W5545b836d9,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
1239,W5545b836d9,trialDataFile,exp2_split1
1240,W5545b836d9,featureRandomization,"{""Green"":""Spotted"",""Red"":""Striped"",""Blue"":""Solid"",""Spotted"":""Green"",""Solid"":""Blue"",""Striped"":""Red""}"
1241,W5545b836d9,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
1242,W5545b836d9,quizAttempt-2,"{""attempt"":2,""correct"":2,""total"":4}"
1243,W5545b836d9,quizAttempt-3,"{""attempt"":3,""correct"":3,""total"":4}"
1244,W5545b836d9,quizFailed,"{""attempt"":3,""correct"":3,""total"":4}"
1245,W7773dd6b28,startTime,Tue Apr 19 2022 15:01:10 GMT+0100 (British Summer Time)
1246,W7773dd6b28,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
1247,W7773dd6b28,trialDataFile,exp2_split3
1248,W7773dd6b28,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Green"",""Solid"":""Blue"",""Striped"":""Red""}"
1249,W7773dd6b28,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
1250,W7773dd6b28,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
1251,W7773dd6b28,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
1252,W7773dd6b28,bonus,2
1253,W8f3472f604,startTime,Fri Apr 29 2022 13:46:26 GMT+0100 (British Summer Time)
1254,W8f3472f604,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
1255,W8f3472f604,trialDataFile,exp2_split1
1256,W8f3472f604,featureRandomization,"{""Green"":""Spotted"",""Red"":""Solid"",""Blue"":""Striped"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
1257,W8f3472f604,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1258,W8f3472f604,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1259,W8f3472f604,bonus,2
1260,W651a25e129,startTime,Fri Apr 29 2022 13:46:30 GMT+0100 (British Summer Time)
1261,W651a25e129,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
1262,W651a25e129,trialDataFile,exp2_split4
1263,W651a25e129,featureRandomization,"{""Green"":""Green"",""Red"":""Blue"",""Blue"":""Red"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
1264,W651a25e129,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
1265,W651a25e129,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
1266,W651a25e129,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
1267,W651a25e129,bonus,2
1268,Wbe002a3045,startTime,Fri Apr 29 2022 09:53:02 GMT-0400 (Eastern Daylight Time)
1269,Wbe002a3045,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
1270,Wbe002a3045,trialDataFile,exp2_split4
1271,Wbe002a3045,featureRandomization,"{""Green"":""Green"",""Red"":""Blue"",""Blue"":""Red"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
1272,Wbe002a3045,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1273,Wbe002a3045,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1274,Wbe002a3045,bonus,2
1275,W7b07c19751,startTime,Fri Apr 29 2022 14:54:30 GMT+0100 (British Summer Time)
1276,W7b07c19751,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
1277,W7b07c19751,trialDataFile,exp2_split1
1278,W7b07c19751,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Green"",""Solid"":""Blue"",""Striped"":""Red""}"
1279,W7b07c19751,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
1280,W7b07c19751,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
1281,W7b07c19751,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
1282,W7b07c19751,bonus,2
1283,Wb6abbe8a56,startTime,Fri Apr 29 2022 06:54:13 GMT-0700 (Pacific Daylight Time)
1284,Wb6abbe8a56,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
1285,Wb6abbe8a56,trialDataFile,exp2_split4
1286,Wb6abbe8a56,featureRandomization,"{""Green"":""Spotted"",""Red"":""Solid"",""Blue"":""Striped"",""Spotted"":""Red"",""Solid"":""Green"",""Striped"":""Blue""}"
1287,Wb6abbe8a56,quizAttempt-1,"{""attempt"":1,""correct"":8,""total"":16}"
1288,Wb6abbe8a56,quizAttempt-2,"{""attempt"":2,""correct"":10,""total"":10}"
1289,Wb6abbe8a56,quizPassed,"{""attempt"":2,""correct"":10,""total"":10}"
1290,Wb6abbe8a56,bonus,2
1291,W302d706529,startTime,Tue Apr 19 2022 15:02:15 GMT+0100 (British Summer Time)
1292,W302d706529,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
1293,W302d706529,trialDataFile,exp2_split4
1294,W302d706529,featureRandomization,"{""Green"":""Solid"",""Red"":""Striped"",""Blue"":""Spotted"",""Spotted"":""Green"",""Solid"":""Blue"",""Striped"":""Red""}"
1295,W302d706529,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
1296,W302d706529,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
1297,W302d706529,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
1298,W302d706529,bonus,2
1299,W6936a0fd14,startTime,Tue Apr 19 2022 15:02:11 GMT+0100 (British Summer Time)
1300,W6936a0fd14,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
1301,W6936a0fd14,trialDataFile,exp2_split3
1302,W6936a0fd14,featureRandomization,"{""Green"":""Spotted"",""Red"":""Striped"",""Blue"":""Solid"",""Spotted"":""Red"",""Solid"":""Blue"",""Striped"":""Green""}"
1303,W6936a0fd14,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
1304,W6936a0fd14,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
1305,W6936a0fd14,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
1306,W6936a0fd14,bonus,2
1307,W613de8ef1a,startTime,Tue Apr 19 2022 15:10:45 GMT+0100 (British Summer Time)
1308,W613de8ef1a,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
1309,W613de8ef1a,trialDataFile,exp2_split1
1310,W613de8ef1a,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Red"",""Solid"":""Blue"",""Striped"":""Green""}"
1311,W613de8ef1a,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
1312,W613de8ef1a,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
1313,W613de8ef1a,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
1314,W613de8ef1a,bonus,2
1315,W2d1206f563,startTime,Tue Apr 19 2022 15:01:26 GMT+0100 (British Summer Time)
1316,W2d1206f563,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
1317,W2d1206f563,trialDataFile,exp2_split3
1318,W2d1206f563,featureRandomization,"{""Green"":""Blue"",""Red"":""Green"",""Blue"":""Red"",""Spotted"":""Spotted"",""Solid"":""Striped"",""Striped"":""Solid""}"
1319,W2d1206f563,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
1320,W2d1206f563,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
1321,W2d1206f563,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
1322,W2d1206f563,bonus,2
1323,Wb34859caa0,startTime,Fri Apr 29 2022 13:48:08 GMT+0100 (British Summer Time)
1324,Wb34859caa0,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
1325,Wb34859caa0,trialDataFile,exp2_split1
1326,Wb34859caa0,featureRandomization,"{""Green"":""Blue"",""Red"":""Green"",""Blue"":""Red"",""Spotted"":""Spotted"",""Solid"":""Striped"",""Striped"":""Solid""}"
1327,Wb34859caa0,quizAttempt-1,"{""attempt"":1,""correct"":8,""total"":16}"
1328,Wb34859caa0,quizAttempt-2,"{""attempt"":2,""correct"":13,""total"":13}"
1329,Wb34859caa0,quizPassed,"{""attempt"":2,""correct"":13,""total"":13}"
1330,Wb34859caa0,bonus,2
1331,W6fe487c1c7,startTime,Tue Apr 19 2022 15:06:00 GMT+0100 (British Summer Time)
1332,W6fe487c1c7,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
1333,W6fe487c1c7,trialDataFile,exp2_split3
1334,W6fe487c1c7,featureRandomization,"{""Green"":""Red"",""Red"":""Green"",""Blue"":""Blue"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
1335,W6fe487c1c7,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1336,W6fe487c1c7,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1337,W6fe487c1c7,bonus,2
1338,Wfb283d7860,startTime,Tue Apr 19 2022 15:04:35 GMT+0100 (British Summer Time)
1339,Wfb283d7860,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
1340,Wfb283d7860,trialDataFile,exp2_split1
1341,Wfb283d7860,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Spotted"",""Solid"":""Solid"",""Striped"":""Striped""}"
1342,Wfb283d7860,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
1343,Wfb283d7860,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
1344,Wfb283d7860,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
1345,Wfb283d7860,bonus,2
1346,W9f7672a3af,startTime,Tue Apr 19 2022 15:02:45 GMT+0100 (British Summer Time)
1347,W9f7672a3af,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
1348,W9f7672a3af,trialDataFile,exp2_split2
1349,W9f7672a3af,featureRandomization,"{""Green"":""Spotted"",""Red"":""Striped"",""Blue"":""Solid"",""Spotted"":""Red"",""Solid"":""Blue"",""Striped"":""Green""}"
1350,W9f7672a3af,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
1351,W9f7672a3af,quizAttempt-2,"{""attempt"":2,""correct"":2,""total"":4}"
1352,W9f7672a3af,quizAttempt-3,"{""attempt"":3,""correct"":4,""total"":4}"
1353,W9f7672a3af,quizPassed,"{""attempt"":3,""correct"":4,""total"":4}"
1354,W9f7672a3af,bonus,2
1355,W366489537b,startTime,Tue Apr 19 2022 15:05:36 GMT+0100 (British Summer Time)
1356,W366489537b,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
1357,W366489537b,trialDataFile,exp2_split1
1358,W366489537b,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
1359,W366489537b,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1360,W366489537b,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1361,W366489537b,bonus,2
1362,W45aadc4d0d,startTime,Tue Apr 19 2022 09:01:37 GMT-0500 (Central Daylight Time)
1363,W45aadc4d0d,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
1364,W45aadc4d0d,trialDataFile,exp2_split3
1365,W45aadc4d0d,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
1366,W45aadc4d0d,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1367,W45aadc4d0d,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1368,W45aadc4d0d,bonus,2
1369,W9baa69dfae,startTime,Fri Apr 29 2022 13:47:36 GMT+0100 (British Summer Time)
1370,W9baa69dfae,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
1371,W9baa69dfae,trialDataFile,exp2_split1
1372,W9baa69dfae,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
1373,W9baa69dfae,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
1374,W9baa69dfae,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
1375,W9baa69dfae,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
1376,W9baa69dfae,bonus,2
1377,We77e605323,startTime,Fri Apr 29 2022 13:48:32 GMT+0100 (British Summer Time)
1378,We77e605323,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
1379,We77e605323,trialDataFile,exp2_split1
1380,We77e605323,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
1381,We77e605323,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
1382,We77e605323,quizAttempt-2,"{""attempt"":2,""correct"":6,""total"":7}"
1383,We77e605323,quizAttempt-3,"{""attempt"":3,""correct"":4,""total"":4}"
1384,We77e605323,quizPassed,"{""attempt"":3,""correct"":4,""total"":4}"
1385,We77e605323,bonus,2
1386,W4ee4ce0389,startTime,Fri Apr 29 2022 13:47:22 GMT+0100 (hora de verano británica)
1387,W4ee4ce0389,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
1388,W4ee4ce0389,trialDataFile,exp2_split2
1389,W4ee4ce0389,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
1390,W4ee4ce0389,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1391,W4ee4ce0389,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1392,W4ee4ce0389,bonus,2
1393,W5ea5dd3421,startTime,Fri Apr 29 2022 13:47:14 GMT+0100 (Irish Standard Time)
1394,W5ea5dd3421,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
1395,W5ea5dd3421,trialDataFile,exp2_split1
1396,W5ea5dd3421,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Green"",""Solid"":""Blue"",""Striped"":""Red""}"
1397,W5ea5dd3421,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
1398,W5ea5dd3421,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
1399,W5ea5dd3421,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
1400,W5ea5dd3421,bonus,2
1401,W6717c78532,startTime,Fri Apr 29 2022 13:49:20 GMT+0100 (British Summer Time)
1402,W6717c78532,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
1403,W6717c78532,trialDataFile,exp2_split1
1404,W6717c78532,featureRandomization,"{""Green"":""Solid"",""Red"":""Striped"",""Blue"":""Spotted"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
1405,W6717c78532,quizAttempt-1,"{""attempt"":1,""correct"":2,""total"":16}"
1406,W6717c78532,quizAttempt-2,"{""attempt"":2,""correct"":14,""total"":16}"
1407,W6717c78532,quizAttempt-3,"{""attempt"":3,""correct"":6,""total"":6}"
1408,W6717c78532,quizPassed,"{""attempt"":3,""correct"":6,""total"":6}"
1409,W6717c78532,bonus,2
1410,Wdb89305072,startTime,Fri Apr 29 2022 14:58:29 GMT+0100 (British Summer Time)
1411,Wdb89305072,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
1412,Wdb89305072,trialDataFile,exp2_split4
1413,Wdb89305072,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Spotted"",""Solid"":""Striped"",""Striped"":""Solid""}"
1414,Wdb89305072,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1415,Wdb89305072,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1416,Wdb89305072,bonus,2
1417,Wcd81cfe9cc,startTime,Fri Apr 29 2022 15:00:23 GMT+0100 (British Summer Time)
1418,Wcd81cfe9cc,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
1419,Wcd81cfe9cc,trialDataFile,exp2_split3
1420,Wcd81cfe9cc,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
1421,Wcd81cfe9cc,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1422,Wcd81cfe9cc,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1423,Wcd81cfe9cc,bonus,2
1424,W51d351b5da,bonus,2
1425,W51d351b5da,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
1426,W51d351b5da,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Blue"",""Solid"":""Green"",""Striped"":""Red""}"
1427,W51d351b5da,quizAttempt-1,"{""attempt"":1,""correct"":4,""total"":16}"
1428,W51d351b5da,quizAttempt-2,"{""attempt"":2,""correct"":9,""total"":13}"
1429,W51d351b5da,quizAttempt-3,"{""attempt"":3,""correct"":4,""total"":4}"
1430,W51d351b5da,quizPassed,"{""attempt"":3,""correct"":4,""total"":4}"
1431,W51d351b5da,startTime,Fri Apr 29 2022 15:32:15 GMT+0100 (BST)
1432,W51d351b5da,trialDataFile,exp2_split4
1433,Wb4ea7fb07f,startTime,Tue Apr 19 2022 15:06:30 GMT+0100 (British Summer Time)
1434,Wb4ea7fb07f,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
1435,Wb4ea7fb07f,trialDataFile,exp2_split1
1436,Wb4ea7fb07f,featureRandomization,"{""Green"":""Green"",""Red"":""Blue"",""Blue"":""Red"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
1437,Wb4ea7fb07f,quizAttempt-1,"{""attempt"":1,""correct"":12,""total"":16}"
1438,Wb4ea7fb07f,quizAttempt-2,"{""attempt"":2,""correct"":7,""total"":7}"
1439,Wb4ea7fb07f,quizPassed,"{""attempt"":2,""correct"":7,""total"":7}"
1440,Wb4ea7fb07f,bonus,2
1441,W015bb43c80,startTime,Tue Apr 19 2022 10:04:56 GMT-0400 (Eastern Daylight Time)
1442,W171400bfeb,startTime,Tue Apr 19 2022 09:04:19 GMT-0500 (Central Daylight Time)
1443,W171400bfeb,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
1444,W171400bfeb,trialDataFile,exp2_split1
1445,W171400bfeb,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Red"",""Solid"":""Blue"",""Striped"":""Green""}"
1446,W171400bfeb,quizAttempt-1,"{""attempt"":1,""correct"":12,""total"":16}"
1447,W171400bfeb,quizAttempt-2,"{""attempt"":2,""correct"":6,""total"":6}"
1448,W171400bfeb,quizPassed,"{""attempt"":2,""correct"":6,""total"":6}"
1449,W171400bfeb,bonus,2
1450,W39b0be703a,startTime,Fri Apr 29 2022 13:47:29 GMT+0100 (British Summer Time)
1451,W39b0be703a,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
1452,W39b0be703a,trialDataFile,exp2_split4
1453,W39b0be703a,featureRandomization,"{""Green"":""Spotted"",""Red"":""Striped"",""Blue"":""Solid"",""Spotted"":""Red"",""Solid"":""Green"",""Striped"":""Blue""}"
1454,W39b0be703a,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
1455,W39b0be703a,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
1456,W39b0be703a,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
1457,W39b0be703a,bonus,2
1458,Wfa2b47bc50,startTime,Tue Apr 19 2022 15:07:00 GMT+0100 (British Summer Time)
1459,W6616c030e1,startTime,Fri Apr 29 2022 15:46:04 GMT+0100 (British Summer Time)
1460,W6616c030e1,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
1461,W6616c030e1,trialDataFile,exp2_split4
1462,W6616c030e1,featureRandomization,"{""Green"":""Red"",""Red"":""Green"",""Blue"":""Blue"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
1463,W6616c030e1,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1464,W6616c030e1,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1465,W6616c030e1,bonus,2
1466,W5422cd5d31,startTime,Tue Apr 19 2022 15:01:41 GMT+0100 (British Summer Time)
1467,W5422cd5d31,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
1468,W5422cd5d31,trialDataFile,exp2_split2
1469,W5422cd5d31,featureRandomization,"{""Green"":""Red"",""Red"":""Green"",""Blue"":""Blue"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
1470,W5422cd5d31,quizAttempt-1,"{""attempt"":1,""correct"":12,""total"":16}"
1471,W5422cd5d31,quizAttempt-2,"{""attempt"":2,""correct"":7,""total"":7}"
1472,W5422cd5d31,quizPassed,"{""attempt"":2,""correct"":7,""total"":7}"
1473,W5422cd5d31,bonus,2
1474,Waaedcb46c7,startTime,Tue Apr 19 2022 09:06:16 GMT-0500 (Central Daylight Time)
1475,Waaedcb46c7,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
1476,Waaedcb46c7,trialDataFile,exp2_split2
1477,Waaedcb46c7,featureRandomization,"{""Green"":""Spotted"",""Red"":""Solid"",""Blue"":""Striped"",""Spotted"":""Red"",""Solid"":""Blue"",""Striped"":""Green""}"
1478,Waaedcb46c7,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
1479,Waaedcb46c7,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
1480,Waaedcb46c7,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
1481,Waaedcb46c7,bonus,2
1482,W3d8e3027cb,startTime,Tue Apr 19 2022 10:02:18 GMT-0400 (Eastern Daylight Time)
1483,W3d8e3027cb,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
1484,W3d8e3027cb,trialDataFile,exp2_split1
1485,W3d8e3027cb,featureRandomization,"{""Green"":""Green"",""Red"":""Blue"",""Blue"":""Red"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
1486,W3d8e3027cb,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
1487,W3d8e3027cb,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
1488,W3d8e3027cb,bonus,2
1489,Wf716def6f5,startTime,Tue Apr 19 2022 15:01:45 GMT+0100 (British Summer Time)
1490,Wf716def6f5,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
1491,Wf716def6f5,trialDataFile,exp2_split4
1492,Wf716def6f5,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
1493,Wf716def6f5,quizAttempt-1,"{""attempt"":1,""correct"":13,""total"":16}"
1494,Wf716def6f5,quizAttempt-2,"{""attempt"":2,""correct"":6,""total"":7}"
1495,Wf716def6f5,quizAttempt-3,"{""attempt"":3,""correct"":3,""total"":3}"
1496,Wf716def6f5,quizPassed,"{""attempt"":3,""correct"":3,""total"":3}"
1497,Wf716def6f5,bonus,2
1498,Wc01c84beba,startTime,Tue Apr 19 2022 15:03:42 GMT+0100 (British Summer Time)
1499,Wc01c84beba,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
1500,Wc01c84beba,trialDataFile,exp2_split3
1501,Wc01c84beba,featureRandomization,"{""Green"":""Green"",""Red"":""Blue"",""Blue"":""Red"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
